Document,Model,Annotation_Type,Evaluation_Mode,Precision,Recall,F1_Score,True_Positives,False_Positives,False_Negatives,Gold_Count,Predicted_Count
DOKTOROV v. BULGARIA,mixtral:8x7b,Event,Strict,0.250,0.167,0.200,2,6,10,12,8
DOKTOROV v. BULGARIA,mixtral:8x7b,Event_who,Lenient,0.000,0.000,0.000,0,1,11,11,1
DOKTOROV v. BULGARIA,mixtral:8x7b,Event_who,Strict,0.000,0.000,0.000,0,1,11,11,1
DOKTOROV v. BULGARIA,mixtral:8x7b,Event_when,Lenient,1.000,0.125,0.222,1,0,7,8,1
DOKTOROV v. BULGARIA,mixtral:8x7b,Event_when,Strict,0.000,0.000,0.000,0,1,8,8,1
DOKTOROV v. BULGARIA,mixtral:8x7b,Event_what,Lenient,0.000,0.000,0.000,0,1,15,15,1
DOKTOROV v. BULGARIA,mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,1,15,15,1
DOKTOROV v. BULGARIA,dolphin3:8b,Event,Lenient,1.000,0.083,0.154,1,0,11,12,1
DOKTOROV v. BULGARIA,dolphin3:8b,Event,Strict,0.000,0.000,0.000,0,1,12,12,1
DOKTOROV v. BULGARIA,dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,11,11,0
DOKTOROV v. BULGARIA,dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,0,11,11,0
DOKTOROV v. BULGARIA,dolphin3:8b,Event_when,Lenient,0.000,0.000,0.000,0,0,8,8,0
DOKTOROV v. BULGARIA,dolphin3:8b,Event_when,Strict,0.000,0.000,0.000,0,0,8,8,0
DOKTOROV v. BULGARIA,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,15,15,0
DOKTOROV v. BULGARIA,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,0,15,15,0
YAKUSHEV v. UKRAINE,gemma3:1b,Event,Lenient,0.500,0.417,0.455,5,5,7,12,10
YAKUSHEV v. UKRAINE,gemma3:1b,Event,Strict,0.500,0.417,0.455,5,5,7,12,10
YAKUSHEV v. UKRAINE,gemma3:1b,Event_who,Lenient,0.000,0.000,0.000,0,10,11,11,10
YAKUSHEV v. UKRAINE,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,10,11,11,10
YAKUSHEV v. UKRAINE,gemma3:1b,Event_when,Lenient,0.000,0.000,0.000,0,0,10,10,0
YAKUSHEV v. UKRAINE,gemma3:1b,Event_when,Strict,0.000,0.000,0.000,0,0,10,10,0
YAKUSHEV v. UKRAINE,gemma3:1b,Event_what,Lenient,0.500,0.062,0.111,1,1,15,16,2
YAKUSHEV v. UKRAINE,gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,2,16,16,2
YAKUSHEV v. UKRAINE,gemma3:4b,Event,Lenient,1.000,0.583,0.737,7,0,5,12,7
YAKUSHEV v. UKRAINE,gemma3:4b,Event,Strict,0.143,0.083,0.105,1,6,11,12,7
YAKUSHEV v. UKRAINE,gemma3:4b,Event_who,Lenient,0.167,0.091,0.118,1,5,10,11,6
YAKUSHEV v. UKRAINE,gemma3:4b,Event_who,Strict,0.167,0.091,0.118,1,5,10,11,6
YAKUSHEV v. UKRAINE,gemma3:4b,Event_when,Lenient,1.000,0.500,0.667,5,0,5,10,5
YAKUSHEV v. UKRAINE,gemma3:4b,Event_when,Strict,1.000,0.500,0.667,5,0,5,10,5
YAKUSHEV v. UKRAINE,gemma3:4b,Event_what,Lenient,0.714,0.312,0.435,5,2,11,16,7
YAKUSHEV v. UKRAINE,gemma3:4b,Event_what,Strict,0.429,0.188,0.261,3,4,13,16,7
YAKUSHEV v. UKRAINE,gemma3:12b,Event,Lenient,0.778,0.583,0.667,7,2,5,12,9
YAKUSHEV v. UKRAINE,gemma3:12b,Event,Strict,0.556,0.417,0.476,5,4,7,12,9
YAKUSHEV v. UKRAINE,gemma3:12b,Event_who,Lenient,0.222,0.182,0.200,2,7,9,11,9
YAKUSHEV v. UKRAINE,gemma3:12b,Event_who,Strict,0.222,0.182,0.200,2,7,9,11,9
YAKUSHEV v. UKRAINE,gemma3:12b,Event_when,Lenient,0.556,0.500,0.526,5,4,5,10,9
YAKUSHEV v. UKRAINE,gemma3:12b,Event_when,Strict,0.556,0.500,0.526,5,4,5,10,9
YAKUSHEV v. UKRAINE,gemma3:12b,Event_what,Lenient,0.750,0.188,0.300,3,1,13,16,4
YAKUSHEV v. UKRAINE,gemma3:12b,Event_what,Strict,0.500,0.125,0.200,2,2,14,16,4
YAKUSHEV v. UKRAINE,llama3.3:latest,Event,Lenient,0.889,0.667,0.762,8,1,4,12,9
YAKUSHEV v. UKRAINE,llama3.3:latest,Event,Strict,0.778,0.583,0.667,7,2,5,12,9
YAKUSHEV v. UKRAINE,llama3.3:latest,Event_who,Lenient,0.444,0.364,0.400,4,5,7,11,9
YAKUSHEV v. UKRAINE,llama3.3:latest,Event_who,Strict,0.111,0.091,0.100,1,8,10,11,9
YAKUSHEV v. UKRAINE,llama3.3:latest,Event_when,Lenient,0.875,0.700,0.778,7,1,3,10,8
YAKUSHEV v. UKRAINE,llama3.3:latest,Event_when,Strict,0.875,0.700,0.778,7,1,3,10,8
YAKUSHEV v. UKRAINE,llama3.3:latest,Event_what,Lenient,0.857,0.375,0.522,6,1,10,16,7
YAKUSHEV v. UKRAINE,llama3.3:latest,Event_what,Strict,0.429,0.188,0.261,3,4,13,16,7
YAKUSHEV v. UKRAINE,deepseek-r1:8b,Event,Lenient,0.000,0.000,0.000,0,2,12,12,2
YAKUSHEV v. UKRAINE,deepseek-r1:8b,Event,Strict,0.000,0.000,0.000,0,2,12,12,2
YAKUSHEV v. UKRAINE,deepseek-r1:8b,Event_who,Lenient,0.000,0.000,0.000,0,1,11,11,1
YAKUSHEV v. UKRAINE,deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,1,11,11,1
YAKUSHEV v. UKRAINE,deepseek-r1:8b,Event_when,Lenient,0.000,0.000,0.000,0,1,10,10,1
YAKUSHEV v. UKRAINE,deepseek-r1:8b,Event_when,Strict,0.000,0.000,0.000,0,1,10,10,1
YAKUSHEV v. UKRAINE,deepseek-r1:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,16,16,0
YAKUSHEV v. UKRAINE,deepseek-r1:8b,Event_what,Strict,0.000,0.000,0.000,0,0,16,16,0
YAKUSHEV v. UKRAINE,mistral:latest,Event,Lenient,0.833,0.833,0.833,10,2,2,12,12
YAKUSHEV v. UKRAINE,mistral:latest,Event,Strict,0.667,0.667,0.667,8,4,4,12,12
YAKUSHEV v. UKRAINE,mistral:latest,Event_who,Lenient,0.182,0.182,0.182,2,9,9,11,11
YAKUSHEV v. UKRAINE,mistral:latest,Event_who,Strict,0.182,0.182,0.182,2,9,9,11,11
YAKUSHEV v. UKRAINE,mistral:latest,Event_when,Lenient,0.857,0.600,0.706,6,1,4,10,7
YAKUSHEV v. UKRAINE,mistral:latest,Event_when,Strict,0.857,0.600,0.706,6,1,4,10,7
YAKUSHEV v. UKRAINE,mistral:latest,Event_what,Lenient,1.000,0.312,0.476,5,0,11,16,5
YAKUSHEV v. UKRAINE,mistral:latest,Event_what,Strict,0.200,0.062,0.095,1,4,15,16,5
YAKUSHEV v. UKRAINE,incept5/llama3.1-claude:latest,Event,Lenient,0.000,0.000,0.000,0,0,12,12,0
YAKUSHEV v. UKRAINE,incept5/llama3.1-claude:latest,Event,Strict,0.000,0.000,0.000,0,0,12,12,0
YAKUSHEV v. UKRAINE,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,11,11,0
YAKUSHEV v. UKRAINE,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,0,11,11,0
YAKUSHEV v. UKRAINE,incept5/llama3.1-claude:latest,Event_when,Lenient,0.000,0.000,0.000,0,0,10,10,0
YAKUSHEV v. UKRAINE,incept5/llama3.1-claude:latest,Event_when,Strict,0.000,0.000,0.000,0,0,10,10,0
YAKUSHEV v. UKRAINE,incept5/llama3.1-claude:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,16,16,0
YAKUSHEV v. UKRAINE,incept5/llama3.1-claude:latest,Event_what,Strict,0.000,0.000,0.000,0,0,16,16,0
YAKUSHEV v. UKRAINE,chevalblanc/claude-3-haiku:latest,Event,Lenient,0.750,0.250,0.375,3,1,9,12,4
YAKUSHEV v. UKRAINE,chevalblanc/claude-3-haiku:latest,Event,Strict,0.750,0.250,0.375,3,1,9,12,4
YAKUSHEV v. UKRAINE,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,1,11,11,1
YAKUSHEV v. UKRAINE,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,1,11,11,1
YAKUSHEV v. UKRAINE,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,0.750,0.300,0.429,3,1,7,10,4
YAKUSHEV v. UKRAINE,chevalblanc/claude-3-haiku:latest,Event_when,Strict,0.750,0.300,0.429,3,1,7,10,4
YAKUSHEV v. UKRAINE,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,1.000,0.125,0.222,2,0,14,16,2
YAKUSHEV v. UKRAINE,chevalblanc/claude-3-haiku:latest,Event_what,Strict,0.500,0.062,0.111,1,1,15,16,2
YAKUSHEV v. UKRAINE,mixtral:8x7b,Event,Lenient,0.000,0.000,0.000,0,1,12,12,1
YAKUSHEV v. UKRAINE,mixtral:8x7b,Event,Strict,0.000,0.000,0.000,0,1,12,12,1
YAKUSHEV v. UKRAINE,mixtral:8x7b,Event_who,Lenient,0.000,0.000,0.000,0,0,11,11,0
YAKUSHEV v. UKRAINE,mixtral:8x7b,Event_who,Strict,0.000,0.000,0.000,0,0,11,11,0
YAKUSHEV v. UKRAINE,mixtral:8x7b,Event_when,Lenient,0.000,0.000,0.000,0,1,10,10,1
YAKUSHEV v. UKRAINE,mixtral:8x7b,Event_when,Strict,0.000,0.000,0.000,0,1,10,10,1
YAKUSHEV v. UKRAINE,mixtral:8x7b,Event_what,Lenient,0.000,0.000,0.000,0,0,16,16,0
YAKUSHEV v. UKRAINE,mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,0,16,16,0
YAKUSHEV v. UKRAINE,dolphin3:8b,Event,Lenient,1.000,0.083,0.154,1,0,11,12,1
YAKUSHEV v. UKRAINE,dolphin3:8b,Event,Strict,0.000,0.000,0.000,0,1,12,12,1
YAKUSHEV v. UKRAINE,dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,11,11,0
YAKUSHEV v. UKRAINE,dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,0,11,11,0
YAKUSHEV v. UKRAINE,dolphin3:8b,Event_when,Lenient,0.000,0.000,0.000,0,0,10,10,0
YAKUSHEV v. UKRAINE,dolphin3:8b,Event_when,Strict,0.000,0.000,0.000,0,0,10,10,0
YAKUSHEV v. UKRAINE,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,16,16,0
YAKUSHEV v. UKRAINE,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,0,16,16,0
STANA v. ROMANIA,gemma3:1b,Event,Lenient,0.455,0.833,0.588,5,6,1,6,11
STANA v. ROMANIA,gemma3:1b,Event,Strict,0.364,0.667,0.471,4,7,2,6,11
STANA v. ROMANIA,gemma3:1b,Event_who,Lenient,0.000,0.000,0.000,0,7,6,6,7
STANA v. ROMANIA,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,7,6,6,7
STANA v. ROMANIA,gemma3:1b,Event_when,Lenient,1.000,0.250,0.400,1,0,3,4,1
STANA v. ROMANIA,gemma3:1b,Event_when,Strict,1.000,0.250,0.400,1,0,3,4,1
STANA v. ROMANIA,gemma3:1b,Event_what,Lenient,0.400,0.364,0.381,4,6,7,11,10
STANA v. ROMANIA,gemma3:1b,Event_what,Strict,0.100,0.091,0.095,1,9,10,11,10
STANA v. ROMANIA,gemma3:4b,Event,Lenient,0.600,0.500,0.545,3,2,3,6,5
STANA v. ROMANIA,gemma3:4b,Event,Strict,0.400,0.333,0.364,2,3,4,6,5
STANA v. ROMANIA,gemma3:4b,Event_who,Lenient,0.000,0.000,0.000,0,4,6,6,4
STANA v. ROMANIA,gemma3:4b,Event_who,Strict,0.000,0.000,0.000,0,4,6,6,4
STANA v. ROMANIA,gemma3:4b,Event_when,Lenient,0.667,0.500,0.571,2,1,2,4,3
STANA v. ROMANIA,gemma3:4b,Event_when,Strict,0.667,0.500,0.571,2,1,2,4,3
STANA v. ROMANIA,gemma3:4b,Event_what,Lenient,0.333,0.091,0.143,1,2,10,11,3
STANA v. ROMANIA,gemma3:4b,Event_what,Strict,0.000,0.000,0.000,0,3,11,11,3
STANA v. ROMANIA,gemma3:12b,Event,Lenient,0.444,0.667,0.533,4,5,2,6,9
STANA v. ROMANIA,gemma3:12b,Event,Strict,0.222,0.333,0.267,2,7,4,6,9
STANA v. ROMANIA,gemma3:12b,Event_who,Lenient,0.222,0.333,0.267,2,7,4,6,9
STANA v. ROMANIA,gemma3:12b,Event_who,Strict,0.111,0.167,0.133,1,8,5,6,9
STANA v. ROMANIA,gemma3:12b,Event_when,Lenient,0.600,0.750,0.667,3,2,1,4,5
STANA v. ROMANIA,gemma3:12b,Event_when,Strict,0.600,0.750,0.667,3,2,1,4,5
STANA v. ROMANIA,gemma3:12b,Event_what,Lenient,0.750,0.273,0.400,3,1,8,11,4
STANA v. ROMANIA,gemma3:12b,Event_what,Strict,0.250,0.091,0.133,1,3,10,11,4
STANA v. ROMANIA,llama3.3:latest,Event,Lenient,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,llama3.3:latest,Event,Strict,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,llama3.3:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,llama3.3:latest,Event_who,Strict,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,llama3.3:latest,Event_when,Lenient,0.000,0.000,0.000,0,0,4,4,0
STANA v. ROMANIA,llama3.3:latest,Event_when,Strict,0.000,0.000,0.000,0,0,4,4,0
STANA v. ROMANIA,llama3.3:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,11,11,0
STANA v. ROMANIA,llama3.3:latest,Event_what,Strict,0.000,0.000,0.000,0,0,11,11,0
STANA v. ROMANIA,deepseek-r1:8b,Event,Lenient,1.000,0.833,0.909,5,0,1,6,5
STANA v. ROMANIA,deepseek-r1:8b,Event,Strict,0.800,0.667,0.727,4,1,2,6,5
STANA v. ROMANIA,deepseek-r1:8b,Event_who,Lenient,0.250,0.167,0.200,1,3,5,6,4
STANA v. ROMANIA,deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,4,6,6,4
STANA v. ROMANIA,deepseek-r1:8b,Event_when,Lenient,1.000,0.750,0.857,3,0,1,4,3
STANA v. ROMANIA,deepseek-r1:8b,Event_when,Strict,1.000,0.750,0.857,3,0,1,4,3
STANA v. ROMANIA,deepseek-r1:8b,Event_what,Lenient,1.000,0.273,0.429,3,0,8,11,3
STANA v. ROMANIA,deepseek-r1:8b,Event_what,Strict,0.667,0.182,0.286,2,1,9,11,3
STANA v. ROMANIA,mistral:latest,Event,Lenient,0.294,0.833,0.435,5,12,1,6,17
STANA v. ROMANIA,mistral:latest,Event,Strict,0.176,0.500,0.261,3,14,3,6,17
STANA v. ROMANIA,mistral:latest,Event_who,Lenient,0.125,0.167,0.143,1,7,5,6,8
STANA v. ROMANIA,mistral:latest,Event_who,Strict,0.000,0.000,0.000,0,8,6,6,8
STANA v. ROMANIA,mistral:latest,Event_when,Lenient,0.333,0.250,0.286,1,2,3,4,3
STANA v. ROMANIA,mistral:latest,Event_when,Strict,0.333,0.250,0.286,1,2,3,4,3
STANA v. ROMANIA,mistral:latest,Event_what,Lenient,0.333,0.273,0.300,3,6,8,11,9
STANA v. ROMANIA,mistral:latest,Event_what,Strict,0.111,0.091,0.100,1,8,10,11,9
STANA v. ROMANIA,incept5/llama3.1-claude:latest,Event,Lenient,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,incept5/llama3.1-claude:latest,Event,Strict,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,incept5/llama3.1-claude:latest,Event_when,Lenient,0.000,0.000,0.000,0,0,4,4,0
STANA v. ROMANIA,incept5/llama3.1-claude:latest,Event_when,Strict,0.000,0.000,0.000,0,0,4,4,0
STANA v. ROMANIA,incept5/llama3.1-claude:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,11,11,0
STANA v. ROMANIA,incept5/llama3.1-claude:latest,Event_what,Strict,0.000,0.000,0.000,0,0,11,11,0
STANA v. ROMANIA,chevalblanc/claude-3-haiku:latest,Event,Lenient,1.000,0.333,0.500,2,0,4,6,2
STANA v. ROMANIA,chevalblanc/claude-3-haiku:latest,Event,Strict,1.000,0.333,0.500,2,0,4,6,2
STANA v. ROMANIA,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,1,6,6,1
STANA v. ROMANIA,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,1,6,6,1
STANA v. ROMANIA,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,0.500,0.250,0.333,1,1,3,4,2
STANA v. ROMANIA,chevalblanc/claude-3-haiku:latest,Event_when,Strict,0.000,0.000,0.000,0,2,4,4,2
STANA v. ROMANIA,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,11,11,0
STANA v. ROMANIA,chevalblanc/claude-3-haiku:latest,Event_what,Strict,0.000,0.000,0.000,0,0,11,11,0
STANA v. ROMANIA,mixtral:8x7b,Event,Lenient,0.429,0.500,0.462,3,4,3,6,7
STANA v. ROMANIA,mixtral:8x7b,Event,Strict,0.286,0.333,0.308,2,5,4,6,7
STANA v. ROMANIA,mixtral:8x7b,Event_who,Lenient,0.000,0.000,0.000,0,6,6,6,6
STANA v. ROMANIA,mixtral:8x7b,Event_who,Strict,0.000,0.000,0.000,0,6,6,6,6
STANA v. ROMANIA,mixtral:8x7b,Event_when,Lenient,0.750,0.750,0.750,3,1,1,4,4
STANA v. ROMANIA,mixtral:8x7b,Event_when,Strict,0.000,0.000,0.000,0,4,4,4,4
STANA v. ROMANIA,mixtral:8x7b,Event_what,Lenient,0.000,0.000,0.000,0,4,11,11,4
STANA v. ROMANIA,mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,4,11,11,4
STANA v. ROMANIA,dolphin3:8b,Event,Lenient,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,dolphin3:8b,Event,Strict,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,0,6,6,0
STANA v. ROMANIA,dolphin3:8b,Event_when,Lenient,0.000,0.000,0.000,0,0,4,4,0
STANA v. ROMANIA,dolphin3:8b,Event_when,Strict,0.000,0.000,0.000,0,0,4,4,0
STANA v. ROMANIA,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,11,11,0
STANA v. ROMANIA,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,0,11,11,0
_NODI v. HUNGARY,gemma3:1b,Event,Lenient,0.550,0.355,0.431,11,9,20,31,20
_NODI v. HUNGARY,gemma3:1b,Event,Strict,0.400,0.258,0.314,8,12,23,31,20
_NODI v. HUNGARY,gemma3:1b,Event_who,Lenient,0.000,0.000,0.000,0,8,30,30,8
_NODI v. HUNGARY,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,8,30,30,8
_NODI v. HUNGARY,gemma3:1b,Event_when,Lenient,0.500,0.364,0.421,8,8,14,22,16
_NODI v. HUNGARY,gemma3:1b,Event_when,Strict,0.500,0.364,0.421,8,8,14,22,16
_NODI v. HUNGARY,gemma3:1b,Event_what,Lenient,1.000,0.025,0.049,1,0,39,40,1
_NODI v. HUNGARY,gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,1,40,40,1
_NODI v. HUNGARY,gemma3:4b,Event,Lenient,0.684,0.419,0.520,13,6,18,31,19
_NODI v. HUNGARY,gemma3:4b,Event,Strict,0.158,0.097,0.120,3,16,28,31,19
_NODI v. HUNGARY,gemma3:4b,Event_who,Lenient,0.167,0.033,0.056,1,5,29,30,6
_NODI v. HUNGARY,gemma3:4b,Event_who,Strict,0.167,0.033,0.056,1,5,29,30,6
_NODI v. HUNGARY,gemma3:4b,Event_when,Lenient,0.750,0.273,0.400,6,2,16,22,8
_NODI v. HUNGARY,gemma3:4b,Event_when,Strict,0.625,0.227,0.333,5,3,17,22,8
_NODI v. HUNGARY,gemma3:4b,Event_what,Lenient,0.250,0.025,0.045,1,3,39,40,4
_NODI v. HUNGARY,gemma3:4b,Event_what,Strict,0.000,0.000,0.000,0,4,40,40,4
_NODI v. HUNGARY,gemma3:12b,Event,Lenient,0.688,0.355,0.468,11,5,20,31,16
_NODI v. HUNGARY,gemma3:12b,Event,Strict,0.500,0.258,0.340,8,8,23,31,16
_NODI v. HUNGARY,gemma3:12b,Event_who,Lenient,0.214,0.100,0.136,3,11,27,30,14
_NODI v. HUNGARY,gemma3:12b,Event_who,Strict,0.143,0.067,0.091,2,12,28,30,14
_NODI v. HUNGARY,gemma3:12b,Event_when,Lenient,0.833,0.455,0.588,10,2,12,22,12
_NODI v. HUNGARY,gemma3:12b,Event_when,Strict,0.667,0.364,0.471,8,4,14,22,12
_NODI v. HUNGARY,gemma3:12b,Event_what,Lenient,0.571,0.200,0.296,8,6,32,40,14
_NODI v. HUNGARY,gemma3:12b,Event_what,Strict,0.286,0.100,0.148,4,10,36,40,14
_NODI v. HUNGARY,llama3.3:latest,Event,Lenient,0.625,0.161,0.256,5,3,26,31,8
_NODI v. HUNGARY,llama3.3:latest,Event,Strict,0.500,0.129,0.205,4,4,27,31,8
_NODI v. HUNGARY,llama3.3:latest,Event_who,Lenient,0.600,0.100,0.171,3,2,27,30,5
_NODI v. HUNGARY,llama3.3:latest,Event_who,Strict,0.400,0.067,0.114,2,3,28,30,5
_NODI v. HUNGARY,llama3.3:latest,Event_when,Lenient,0.667,0.182,0.286,4,2,18,22,6
_NODI v. HUNGARY,llama3.3:latest,Event_when,Strict,0.667,0.182,0.286,4,2,18,22,6
_NODI v. HUNGARY,llama3.3:latest,Event_what,Lenient,0.625,0.125,0.208,5,3,35,40,8
_NODI v. HUNGARY,llama3.3:latest,Event_what,Strict,0.500,0.100,0.167,4,4,36,40,8
_NODI v. HUNGARY,deepseek-r1:8b,Event,Lenient,0.500,0.129,0.205,4,4,27,31,8
_NODI v. HUNGARY,deepseek-r1:8b,Event,Strict,0.125,0.032,0.051,1,7,30,31,8
_NODI v. HUNGARY,deepseek-r1:8b,Event_who,Lenient,0.000,0.000,0.000,0,2,30,30,2
_NODI v. HUNGARY,deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,2,30,30,2
_NODI v. HUNGARY,deepseek-r1:8b,Event_when,Lenient,0.667,0.182,0.286,4,2,18,22,6
_NODI v. HUNGARY,deepseek-r1:8b,Event_when,Strict,0.667,0.182,0.286,4,2,18,22,6
_NODI v. HUNGARY,deepseek-r1:8b,Event_what,Lenient,0.500,0.025,0.048,1,1,39,40,2
_NODI v. HUNGARY,deepseek-r1:8b,Event_what,Strict,0.500,0.025,0.048,1,1,39,40,2
_NODI v. HUNGARY,mistral:latest,Event,Lenient,0.595,0.710,0.647,22,15,9,31,37
_NODI v. HUNGARY,mistral:latest,Event,Strict,0.514,0.613,0.559,19,18,12,31,37
_NODI v. HUNGARY,mistral:latest,Event_who,Lenient,0.033,0.033,0.033,1,29,29,30,30
_NODI v. HUNGARY,mistral:latest,Event_who,Strict,0.033,0.033,0.033,1,29,29,30,30
_NODI v. HUNGARY,mistral:latest,Event_when,Lenient,0.579,0.500,0.537,11,8,11,22,19
_NODI v. HUNGARY,mistral:latest,Event_when,Strict,0.474,0.409,0.439,9,10,13,22,19
_NODI v. HUNGARY,mistral:latest,Event_what,Lenient,0.303,0.250,0.274,10,23,30,40,33
_NODI v. HUNGARY,mistral:latest,Event_what,Strict,0.030,0.025,0.027,1,32,39,40,33
_NODI v. HUNGARY,incept5/llama3.1-claude:latest,Event,Lenient,0.250,0.032,0.057,1,3,30,31,4
_NODI v. HUNGARY,incept5/llama3.1-claude:latest,Event,Strict,0.000,0.000,0.000,0,4,31,31,4
_NODI v. HUNGARY,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,4,30,30,4
_NODI v. HUNGARY,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,4,30,30,4
_NODI v. HUNGARY,incept5/llama3.1-claude:latest,Event_when,Lenient,0.000,0.000,0.000,0,1,22,22,1
_NODI v. HUNGARY,incept5/llama3.1-claude:latest,Event_when,Strict,0.000,0.000,0.000,0,1,22,22,1
_NODI v. HUNGARY,incept5/llama3.1-claude:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,40,40,0
_NODI v. HUNGARY,incept5/llama3.1-claude:latest,Event_what,Strict,0.000,0.000,0.000,0,0,40,40,0
_NODI v. HUNGARY,chevalblanc/claude-3-haiku:latest,Event,Lenient,0.500,0.065,0.114,2,2,29,31,4
_NODI v. HUNGARY,chevalblanc/claude-3-haiku:latest,Event,Strict,0.500,0.065,0.114,2,2,29,31,4
_NODI v. HUNGARY,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,2,30,30,2
_NODI v. HUNGARY,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,2,30,30,2
_NODI v. HUNGARY,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,0.667,0.091,0.160,2,1,20,22,3
_NODI v. HUNGARY,chevalblanc/claude-3-haiku:latest,Event_when,Strict,0.667,0.091,0.160,2,1,20,22,3
_NODI v. HUNGARY,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,1.000,0.025,0.049,1,0,39,40,1
_NODI v. HUNGARY,chevalblanc/claude-3-haiku:latest,Event_what,Strict,1.000,0.025,0.049,1,0,39,40,1
_NODI v. HUNGARY,mixtral:8x7b,Event,Lenient,0.621,0.581,0.600,18,11,13,31,29
_NODI v. HUNGARY,mixtral:8x7b,Event,Strict,0.448,0.419,0.433,13,16,18,31,29
_NODI v. HUNGARY,mixtral:8x7b,Event_who,Lenient,0.133,0.067,0.089,2,13,28,30,15
_NODI v. HUNGARY,mixtral:8x7b,Event_who,Strict,0.067,0.033,0.044,1,14,29,30,15
_NODI v. HUNGARY,mixtral:8x7b,Event_when,Lenient,0.300,0.136,0.187,3,7,19,22,10
_NODI v. HUNGARY,mixtral:8x7b,Event_when,Strict,0.100,0.045,0.063,1,9,21,22,10
_NODI v. HUNGARY,mixtral:8x7b,Event_what,Lenient,0.583,0.175,0.269,7,5,33,40,12
_NODI v. HUNGARY,mixtral:8x7b,Event_what,Strict,0.083,0.025,0.038,1,11,39,40,12
_NODI v. HUNGARY,dolphin3:8b,Event,Lenient,1.000,0.032,0.062,1,0,30,31,1
_NODI v. HUNGARY,dolphin3:8b,Event,Strict,0.000,0.000,0.000,0,1,31,31,1
_NODI v. HUNGARY,dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,30,30,0
